count,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,story_list_block2,action_list_block2,testing,story time,text_45.started,text_45.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_70.started,text_70.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_41.started,text_41.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_71.started,text_71.stopped,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_36.started,text_36.stopped,participant,s1,s2,l1,l2,story_listening,play_stories,behavioral,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[41 43 21 32 23 12 14 34],[2 4 3 2 1 3 1 4],[31 11 44 13 42 33 22 24],[2 3 4 1 2 4 3 1],89888,2.141369063872844,23.666365519864485,None,space,1.662463926943019,23.666365519864485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shi,0,1,0,1,0,0,0,2020_Jan_07_1114,fmri_ebs,3.2.1,60.145759618069526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.349499182077125,None,26.349739329889417,None,5,1.174604960018769,26.349739329889417,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shi,0,1,0,1,0,0,0,2020_Jan_07_1114,fmri_ebs,3.2.1,60.145759618069526,
0,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.491483076009899,27.600541407009587,None,space,0.49895793199539185,27.600541407009587,None,27.600541407009587,None,27.600541407009587,None,0.5690704919397831,1.45057453494519,28.38294074195437,None,28.38294074195437,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/shi_fmri_ebs_wav/recall_audio-1578413711.384.wav,0.014254220761358738,None,space,0.5885165829677135,28.38294074195437,None,,,,,,,,,,,,,,,,shi,0,1,0,1,0,0,0,2020_Jan_07_1114,fmri_ebs,3.2.1,60.145759618069526,
0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shi,0,1,0,1,0,0,0,2020_Jan_07_1114,fmri_ebs,3.2.1,60.145759618069526,
1,,,,,,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.016510335030034,None,space,0.4328921299893409,29.016510335030034,None,29.016510335030034,None,29.016510335030034,None,1.9189175360370427,2.3837908830028027,29.533219611970708,None,29.533219611970708,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/shi_fmri_ebs_wav/recall_audio-1578413712.550.wav,0.014033282874152064,None,space,0.3761194320395589,29.533219611970708,None,,,,,,,,,,,,,,,,shi,0,1,0,1,0,0,0,2020_Jan_07_1114,fmri_ebs,3.2.1,60.145759618069526,
1,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shi,0,1,0,1,0,0,0,2020_Jan_07_1114,fmri_ebs,3.2.1,60.145759618069526,
2,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shi,0,1,0,1,0,0,0,2020_Jan_07_1114,fmri_ebs,3.2.1,60.145759618069526,
3,,,,,,,,,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.950350641971454,None,space,0.35390935302712023,29.950350641971454,None,29.950350641971454,None,29.950350641971454,None,2.78600234282203,3.1989629298914224,30.399794844910502,None,30.399794844910502,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/shi_fmri_ebs_wav/recall_audio-1578413713.401.wav,0.010063514346256852,None,space,0.3173191489186138,30.399794844910502,None,,,,,,,,,,,,,,,,shi,0,1,0,1,0,0,0,2020_Jan_07_1114,fmri_ebs,3.2.1,60.145759618069526,
3,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shi,0,1,0,1,0,0,0,2020_Jan_07_1114,fmri_ebs,3.2.1,60.145759618069526,
4,,,,,,,,,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.76747916196473,None,space,0.3778203069232404,30.76747916196473,None,30.76747916196473,None,30.76747916196473,None,3.6201112100388855,4.03329548984766,31.233165131881833,None,31.233165131881833,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/shi_fmri_ebs_wav/recall_audio-1578413713.234.wav,0.007705347146838903,None,space,0.32211251510307193,31.233165131881833,None,,,,,,,,,,,,,,,,shi,0,1,0,1,0,0,0,2020_Jan_07_1114,fmri_ebs,3.2.1,60.145759618069526,
4,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shi,0,1,0,1,0,0,0,2020_Jan_07_1114,fmri_ebs,3.2.1,60.145759618069526,
5,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shi,0,1,0,1,0,0,0,2020_Jan_07_1114,fmri_ebs,3.2.1,60.145759618069526,
6,,,,,,,,,0,6,6,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.600496337050572,None,space,0.3387024470139295,31.600496337050572,None,31.600496337050572,None,31.600496337050572,None,4.420588613022119,4.8002646958921105,32.033088576979935,None,32.033088576979935,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/shi_fmri_ebs_wav/recall_audio-1578413714.034.wav,0.009098447160795331,None,space,0.2991801181342453,32.033088576979935,None,,,,,,,,,,,,,,,,shi,0,1,0,1,0,0,0,2020_Jan_07_1114,fmri_ebs,3.2.1,60.145759618069526,
