count,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,story_list_block2,action_list_block2,testing,story time,text_45.started,text_45.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_70.started,text_70.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_41.started,text_41.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_71.started,text_71.stopped,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_36.started,text_36.stopped,participant,s1,s2,l1,l2,story_listening,play_stories,behavioral,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[11 24 44 13 31 42 22 33],[3 1 4 1 2 2 3 4],[32 14 43 34 41 23 21 12],[2 1 4 4 2 1 3 3],89888,2.2059533591382205,23.305456939153373,None,space,0.9505647281184793,23.305456939153373,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.290087430970743,None,25.30651411600411,None,5,1.0209781199228019,25.30651411600411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.747388788033277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
1,,,,,,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.40485911304131,None,space,0.42062584310770035,26.40485911304131,None,26.40485911304131,None,26.40485911304131,None,0.5040731518529356,1.6332630619872361,27.13913956610486,None,27.13913956610486,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/cup_fmri_ebs_wav/recall_audio-1578414655.140.wav,0.011806364869698882,None,space,0.8324203728698194,27.13913956610486,None,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
1,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
2,,,,,,,,,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.005200613988563,None,space,1.1302817969117314,28.005200613988563,None,28.005200613988563,None,28.005200613988563,None,2.8038911519106477,10.183670916827396,29.20566961611621,None,29.20566961611621,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/cup_fmri_ebs_wav/recall_audio-1578414657.207.wav,0.0008535068482160568,None,space,7.301278174854815,29.20566961611621,None,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
2,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
3,,,,,,,,,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.58881429815665,None,space,0.4333062940277159,36.58881429815665,None,36.58881429815665,None,36.58881429815665,None,10.686735279858112,11.100714696804062,37.1070002510678,None,37.1070002510678,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/cup_fmri_ebs_wav/recall_audio-1578414665.108.wav,0.00989910471253097,None,space,0.3268376369960606,37.1070002510678,None,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
3,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
4,,,,,,,,,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.473895769100636,None,space,1.5068280899431556,37.473895769100636,None,37.473895769100636,None,37.473895769100636,None,12.653406836790964,14.884699549991637,39.056563787162304,None,39.056563787162304,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/cup_fmri_ebs_wav/recall_audio-1578414667.058.wav,0.0029092610348016024,None,space,2.151928714942187,39.056563787162304,None,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
4,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
5,,,,,,,,,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.256196344969794,None,space,0.6563212410546839,41.256196344969794,None,41.256196344969794,None,41.256196344969794,None,15.587262671906501,17.98476777994074,42.00671752099879,None,42.00671752099879,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/cup_fmri_ebs_wav/recall_audio-1578414670.008.wav,0.007919298019260168,None,space,2.303989917039871,42.00671752099879,None,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
5,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
