instruct_text,this_pic,rolePic,job,instruct_text2,Q1,Q2,Q3,Q4,D1,D2,roleName,instructText,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,key_resp_8.keys,key_resp_8.rt,key_resp_2.keys,key_resp_2.rt,key_resp_6.keys,key_resp_6.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,jobphotos/business_reporter.jpg,,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,0,7,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,space,0.8030575349985156,space,0.11963104200549424,space,1.453038360006758,space,1.0702647199941566,space,0.41959341999609023,space,0.500704901991412,,,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/business_reporter.jpg,,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,0,7,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,space,0.9697867020004196,space,1.353069825010607,space,0.7192444620013703,space,0.15294557499873918,space,0.15357236699492205,space,0.1843738099996699,,,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/business_reporter.jpg,,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/business_reporter.jpg,,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,1.9860625120054465,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/business_reporter.jpg,,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/restaurant_critic.jpg,,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,1.1029982900072355,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/restaurant_critic.jpg,,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/matchmaker.jpg,,,What object is the initiator holding when he first notices the other person?,What is the initial question that begins the conversation between the couple?,When will be the next time the couple meet and for what occasion?,"What time is it when they part?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,1.1703613599966047,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/matchmaker.jpg,,,What object is the initiator holding when he first notices the other person?,What is the initial question that begins the conversation between the couple?,When will be the next time the couple meet and for what occasion?,"What time is it when they part?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/weddingplanner.jpg,,,"For how many years has the couple been dating?
","How many diamonds are on the ring and what is the color?
","In/on what item is the ring presented?
","Who does the new fiancee text first?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,0.8699412629939616,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/weddingplanner.jpg,,,"For how many years has the couple been dating?
","How many diamonds are on the ring and what is the color?
","In/on what item is the ring presented?
","Who does the new fiancee text first?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/acem.jpg,,,"When the clients arrive at the airport, how much time do they have until their flight departs?
","What do the clients have to do to comply with security before being scanned in the metal detector?
","Toward which gate are the clients walking?
",In what section and seat does each client sit on the plane?,Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,3.2675963980000233,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/acem.jpg,,,"When the clients arrive at the airport, how much time do they have until their flight departs?
","What do the clients have to do to comply with security before being scanned in the metal detector?
","Toward which gate are the clients walking?
",In what section and seat does each client sit on the plane?,Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/gscem.jpg,,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How many checkout lanes are open and which one do they step into?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,1.3363672020059312,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/gscem.jpg,,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How many checkout lanes are open and which one do they step into?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,space,0.6365656249981839,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/gscem.jpg,,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How many checkout lanes are open and which one do they step into?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/dean.jpg,,,"What is the lecture hall like?
","What class are the students in and what is the day’s lecture about?
","What is something taught in lecture?
",What is the next assessment in class and when is it due/scheduled?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,1.186335455000517,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/dean.jpg,,,"What is the lecture hall like?
","What class are the students in and what is the day’s lecture about?
","What is something taught in lecture?
",What is the next assessment in class and when is it due/scheduled?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/couples.jpeg,,,For how long has the initiator of the break up been thinking about breaking up with their partner?,"What is the initial reason stated by the initiator for why they are breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that they do or do not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,1.0696855550049804,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,jobphotos/couples.jpeg,,,For how long has the initiator of the break up been thinking about breaking up with their partner?,"What is the initial reason stated by the initiator for why they are breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that they do or do not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,Good job! You’ve finished the pre-task quizzes. Please notify the researcher that you have finished. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,23.254880872991635,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,You are about to begin the main task of reading the stories. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,space,5.269976449999376,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,"The stories will presented to you sentence by sentence, so you’ll read each sentence in the story individually. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,space,6.017689202999463,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,"Before reading each story, you’ll be assigned a perspective and then given a quiz like the ones you just took for that perspective.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,space,7.203561749993241,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,"When you’ve finished the quiz, you’ll begin reading the story, sentence by sentence. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,space,3.669915916994796,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,"While reading the stories, you will additionally have to make a judgement about each sentence in order to advance to the next sentence. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,space,9.720367861998966,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,Some people feel that the stories have natural “parts”: we want you to make a judgement about when you think the story has transitioned from one “part” to another. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,space,9.936878533000709,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,You will press “9” if you think the sentence you are reading has begun a new “part” of the story. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,space,5.052994760000729,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,"For example, you should press “9” at the beginning of a story and when you think a different “part” is beginning. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,space,6.569760825994308,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,You will press “1” if you think the sentence is in the same “part” as the sentence before. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,space,6.353093902987894,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,There are no “right” answers- we just want to see what you think these transitions are. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,space,3.1531697000027634,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,When you press “1” or “9” you will advance to the next sentence. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,space,4.386034925002605,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,"You will not be able to go back to previous sentences, or change the judgement you made about a sentence. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,space,5.620014154992532,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,"Please use both index fingers during the story reading, with one resting on the “1” and the other on the “9.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,space,9.420336754992604,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,Do you have any questions?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,space,2.3867220529937185,,,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.753035394998733,050119_p1,001,2019_May_01_1210,part1_subjective_segmentation,3.0.4,59.72046653115693,
