instruct_text,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,key_resp_21.keys,key_resp_21.rt,key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_17.keys,key_resp_17.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.7488292339839973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
"In this experiment, you will be assuming the perspectives of various jobs while reading short stories.",,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.236347844998818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
"There are 4 parts of the experiment, and, before you begin, we'll give you a brief overview of all the parts. ",,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.904187284002546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
1,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.9861957309767604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
"In the first part, you'll be introduced to the perspectives of 8 different jobs.",,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.7358505239826627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
"For each short story, you'll be assigned one of these perspectives to assume while you read it. ",,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.0037372870137915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.053207479999401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.304114496975671,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.370418123027775,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
The 4 questions for each perspective are learned with quizzes in this first part of the experiment. ,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.0867565519874915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
2,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.2886483839829452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
"In the second part of the experiment, you will read 8 short stories. ",,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.4697866949718446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.33687443396775,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
"Before each story, you will be assigned one of the eight perspectives to take on while reading it. ",,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.700924511998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
You'll be given a quiz before the story for the 4 questions associated with the assigned perspective. ,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.9041564919753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
You must pass this quiz to move onto the story. ,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.803161251998972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
3,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.2198280349839479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.984225530992262,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
"You'll be given a blank text box under the image, where you can type out all the details of the story you can remember. ",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.820432263019029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
There is a 5 minute time limit for recalling each story. ,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.7365161550114863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
4,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3031114179757424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
"In the fourth part of the experiment, you will be asked questions about each story. ",,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.6699110600166023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.086580724979285,,,,,,,,,,,,,,,,,,,070319_p1,001,2019_Jul_03_1700,part1_subjective_segmentation,3.0.4,60.00198967134859,
