instruct_text,this_pic,rolePic,job,instruct_text2,Q1,Q2,Q3,Q4,D1,D2,roleName,instructText,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,key_resp_8.keys,key_resp_8.rt,key_resp_2.keys,key_resp_2.rt,key_resp_6.keys,key_resp_6.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
Let’s begin! The 8 perspectives are as follows:,None,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.90318402999992,,,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.9198520549998648,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.1532469879998644,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.953061935000278,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.0863496219999433,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.1532610570002362,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.252834618000179,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.1362700999998196,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3863637220001692,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
You’ll become acquainted with these perspectives more in the following pre-task quizzes where you’ll learn the questions associated with each perspective. ,,,,(press space to continue),,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,6.40355868000006,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
You’ll first go through all four questions for each perspective. ,,,,None,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,space,7.353444209999907,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
"Then, you’ll indicate the order in which you saw the questions during the quiz by pressing the number in front of the question. ",,,,None,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,space,14.935918004000087,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
"If you indicate the wrong question during the quiz, you’ll restart the learning.",,,,None,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,space,4.554111849000037,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
"After you’ve passed the learning for each perspective, you’ll have a round of final quizzes. ",,,,None,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,space,5.236769897000158,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
Press the space bar to begin the quizzes. ,,,,None,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,space,12.468226545000107,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/restaurant_critic.jpg,,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,space,2.419859324999834,space,5.384401270000126,space,3.8032857799998965,space,3.267414171999917,space,3.5367974879995927,space,3.0198958670002867,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/restaurant_critic.jpg,,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,space,2.0360144349997427,space,1.0695135349997145,space,1.0697345500002484,space,0.884138030000031,space,0.8530082150000453,space,1.286438477000047,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/restaurant_critic.jpg,,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,0,0,0,1,2,0,2,0,,,,,,,,,,,,,,,,,,,space,0.8362939369999367,space,2.5508864869998433,space,0.635972072000186,space,1.4198520679997273,space,0.6697217649998493,space,0.4527813470003821,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/restaurant_critic.jpg,,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/couples.jpeg,,,"How does the person who is initiating the breakup feel before they do it?
","Why does the initiator want to break up?
","How does the person being broken up with respond?
",Do the partners leave on good terms?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,0,1,1,7,0,0,0,0,,,,,,,,,,,,,,,,,,,space,2.836487545000182,space,4.469800736999787,space,2.103601610000169,space,2.5197833530000935,space,2.236338677000276,space,1.1195131119998223,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/couples.jpeg,,,"How does the person who is initiating the breakup feel before they do it?
","Why does the initiator want to break up?
","How does the person being broken up with respond?
",Do the partners leave on good terms?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/weddingplanner.jpg,,,"How does the person who proposed feel before proposing?
","What is the ring like?
","Does anyone help with the proposal?
","Who witnessed the “yes”?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,0,2,2,3,0,0,0,0,,,,,,,,,,,,,,,,,,,space,0.8691939949999323,space,3.0530145269999593,space,1.7193684200001371,space,3.053256059999967,space,1.7692094899998665,space,1.4197055549998367,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/weddingplanner.jpg,,,"How does the person who proposed feel before proposing?
","What is the ring like?
","Does anyone help with the proposal?
","Who witnessed the “yes”?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,0,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,space,0.819596792000084,space,1.8175148420000369,space,2.1364011870000468,space,3.4874357959997724,space,4.036061352000161,space,0.6863236869999128,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,0,3,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,space,0.30311509799958003,space,1.436625493000065,space,1.269567883000036,space,1.6174058450001212,space,2.3866014449999966,space,1.2863576249997095,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/acem.jpg,,,"When the travelers arrive at the airport, how much time do they have to go through the airport?
","What do the travelers have to do at security to comply with the security check?
","How do the travelers feel when they are walking to the gates?
",Where does each traveler sit on the plane?,Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,space,1.6529728000000432,space,4.1200208169998405,space,2.3365522620001684,space,3.5532232049999948,space,3.2365503350001745,space,0.7362760769997294,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/acem.jpg,,,"When the travelers arrive at the airport, how much time do they have to go through the airport?
","What do the travelers have to do at security to comply with the security check?
","How do the travelers feel when they are walking to the gates?
",Where does each traveler sit on the plane?,Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/matchmaker.jpg,,,"Who notices whom first and why do they notice the other?
","How does the couple start talking?
","Which of the people proposes going on an actual date and what do they propose?
","Who leaves first and why do they have to go?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,0,5,5,2,0,0,0,0,,,,,,,,,,,,,,,,,,,space,1.7866041120000773,space,5.4031871419997515,space,1.3528260449998015,space,5.853440580000097,space,3.520028909999837,space,0.7694271320001462,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/matchmaker.jpg,,,"Who notices whom first and why do they notice the other?
","How does the couple start talking?
","Which of the people proposes going on an actual date and what do they propose?
","Who leaves first and why do they have to go?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/dean.jpg,,,"What is the lecture hall like?
","What class are the students in and what is the day’s lecture about?
","What is something taught in lecture?
",When is the next assessment in the class?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,space,1.4673834649997843,space,1.9174343200002113,space,2.103270249999696,space,3.0701487269998324,space,2.253035759999875,space,0.6363154700002269,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/dean.jpg,,,"What is the lecture hall like?
","What class are the students in and what is the day’s lecture about?
","What is something taught in lecture?
",When is the next assessment in the class?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/gscem.jpg,,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How is the checkout line and how long do the clients wait in line?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,0,7,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,space,1.5506860369996502,space,3.203181324999605,space,3.8343521420001707,space,1.6008492820001265,space,3.4696882499997628,space,0.669736384999851,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/gscem.jpg,,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How is the checkout line and how long do the clients wait in line?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,0.08627220999960628,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,space,1.1196542450002198,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,space,0.7859025720003956,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,space,0.4030930950002585,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,space,1.9863527350003096,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/restaurant_critic.jpg,,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,1.5696757270002308,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/restaurant_critic.jpg,,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/matchmaker.jpg,,,"Who notices whom first and why do they notice the other?
","How does the couple start talking?
","Which of the people proposes going on an actual date and what do they propose?
","Who leaves first and why do they have to go?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,0.8195548869998674,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/matchmaker.jpg,,,"Who notices whom first and why do they notice the other?
","How does the couple start talking?
","Which of the people proposes going on an actual date and what do they propose?
","Who leaves first and why do they have to go?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,space,0.41916071200012084,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/matchmaker.jpg,,,"Who notices whom first and why do they notice the other?
","How does the couple start talking?
","Which of the people proposes going on an actual date and what do they propose?
","Who leaves first and why do they have to go?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/weddingplanner.jpg,,,"How does the person who proposed feel before proposing?
","What is the ring like?
","Does anyone help with the proposal?
","Who witnessed the “yes”?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,1.0196335599998747,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/weddingplanner.jpg,,,"How does the person who proposed feel before proposing?
","What is the ring like?
","Does anyone help with the proposal?
","Who witnessed the “yes”?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,space,0.40308846000016274,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/weddingplanner.jpg,,,"How does the person who proposed feel before proposing?
","What is the ring like?
","Does anyone help with the proposal?
","Who witnessed the “yes”?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,space,0.4006744099997377,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/weddingplanner.jpg,,,"How does the person who proposed feel before proposing?
","What is the ring like?
","Does anyone help with the proposal?
","Who witnessed the “yes”?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/acem.jpg,,,"When the travelers arrive at the airport, how much time do they have to go through the airport?
","What do the travelers have to do at security to comply with the security check?
","How do the travelers feel when they are walking to the gates?
",Where does each traveler sit on the plane?,Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,1.169649710000158,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
,,jobphotos/acem.jpg,,,"When the travelers arrive at the airport, how much time do they have to go through the airport?
","What do the travelers have to do at security to comply with the security check?
","How do the travelers feel when they are walking to the gates?
",Where does each traveler sit on the plane?,Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,space,0.4028129049997915,,,022819_p1,001,2019_Feb_28_1004,part1_subjective_segmentation,3.0.4,60.11422966022148,
