instruct_text,this_pic,rolePic,job,instruct_text2,Q1,Q2,Q3,Q4,D1,D2,roleName,instructText,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,key_resp_8.keys,key_resp_8.rt,key_resp_2.keys,key_resp_2.rt,key_resp_6.keys,key_resp_6.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
Welcome to the Job Simulator Task!,instructions_photos/pixel.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.5217356749926694,,,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
"In this task, you'll be assuming various perspectives of jobs while reading stories. ",None,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.952970245009055,,,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
"First, you’ll be introduced to the perspectives of 8 different jobs. ",instructions_photos/i1.png,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.954103128024144,,,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
"For example, you may be asked to take on the perspective of a Restaurant Critic while you read a story that takes place in a restaurant. ",jobphotos/restaurant_critic.jpg,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.03387985000154,,,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
"You’ll learn 4 questions associated with each perspective, and you should keep them in mind while reading the story while assuming that perspective. ",instructions_photos/i2.png,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.320136251015356,,,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
"For example, if you are a Restaurant Critic, you’ll learn to ask questions about the restaurant decor, menus, and the enjoyment of the food. ",jobphotos/restaurant_critic.jpg,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.137107198999729,,,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
"After learning all the questions in a series of pre-task quizzes, you’ll read 8 stories, applying one perspective you’ve learned to each one. ",instructions_photos/i3.png,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,38.50414422299946,,,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
"While reading, try to keep in mind the perspective and questions. ",instructions_photos/i3.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.3200201370054856,,,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
"After you’re finished reading all the stories, you will be asked to recall the stories and answer questions about them. ",instructions_photos/i4.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.786735557980137,,,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
Let’s begin! The 8 perspectives are as follows:,None,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.386829485010821,,,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
,,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.5030634699796792,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
,,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.53656696001417,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.2864729020220693,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
,,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.5031822849996388,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
,,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.069835941976635,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
,,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.2196276470203884,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
,,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.48878934798995,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.7042808750120457,,,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
You’ll become acquainted with these perspectives more in the following pre-task quizzes where you’ll learn the questions associated with each perspective. ,,,,(press space to continue),,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,7.987339580024127,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
You’ll first go through all four questions for each perspective. ,,,,None,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,space,7.854380567994667,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
"Then, you’ll indicate the order in which you saw the questions during the quiz by pressing the number in front of the question. ",,,,None,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,space,49.42078200497781,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
"If you indicate the wrong question during the quiz, you’ll restart the learning.",,,,None,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,space,4.13658748700982,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
"After you’ve passed the learning for each perspective, you’ll have a round of final quizzes. ",,,,None,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,space,7.453182861994719,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
Press the space bar to begin the quizzes. ,,,,None,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,space,0.684077879996039,,,,,,,,,,,,,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,space,5.48676753701875,space,3.2368328330048826,space,3.7200680850073695,space,5.054160906991456,space,1.6174258420069236,space,0.6696494969946798,,,,,031119_p1,001,2019_Mar_11_1337,part1_subjective_segmentation,3.0.4,59.87886194409857,
