instruct_text,this_pic,rolePic,job,instruct_text2,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt,key_resp_2.keys,key_resp_2.rt,key_resp_6.keys,key_resp_6.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,psychopyVersion,frameRate,
Let’s begin! The 8 perspectives are as follows:,None,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.31963257800089195,,,,,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
,,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,space,0.36988152499543503,,,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,space,0.26936803600983694,,,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
,,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,space,0.22072163299890235,,,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
,,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,space,0.2175646250252612,,,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
,,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.18643001496093348,,,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
,,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,space,0.21985200297785923,,,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
,,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,space,0.21967784001026303,,,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,space,0.20294919301522896,,,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
You’ll become acquainted with these perspectives more in the following pre-task quizzes where you’ll learn the questions associated with each perspective. ,,,,(press space to continue),,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,0.2364644799963571,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
You’ll first go through all four questions for each perspective. ,,,,None,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,space,0.30305896198842674,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
"Then, you’ll indicate the order in which you saw the questions during the quiz by pressing the number in front of the question. ",,,,None,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,space,0.21945025003515184,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
"If you indicate the wrong question during the quiz, you’ll restart the learning.",,,,None,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,space,0.26973243500106037,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
"After you’ve passed the learning for each perspective, you’ll have a round of final quizzes. ",,,,None,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,space,0.23372652201214805,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
Press the space bar to begin the quizzes. ,,,,None,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,space,0.2700274749659002,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
,,jobphotos/couples.jpeg,,,For how long has the initiator of the break up been thinking about breaking up with their partner?,"What is the initial reason stated by the initiator for why they are breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that they do or do not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,0,0,0,7,0,0,0,0,,,,,,,,,,,,,,,,,space,0.41948455199599266,space,33.20493184705265,space,19.37073602498276,space,7.537629684025887,space,10.086686170019675,space,1.685590864974074,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
,,jobphotos/couples.jpeg,,,For how long has the initiator of the break up been thinking about breaking up with their partner?,"What is the initial reason stated by the initiator for why they are breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that they do or do not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_10_1304,part1_subjective_segmentation,3.0.4,59.841201211623996,
