instruct_text,instruct_text2,rolePic,job,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Q1,Q2,Q3,Q4,D1,D2,roleName,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,frameRate,
Welcome to the Job Simulator Task!,(press the space bar to continue),,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,space,0.10166748601477593,,,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
"In this task, you will read 16 stories.",None,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,space,0.13614706101361662,,,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
"Before each story you will be assigned a perspective of a particular career to assume while reading that story.
",None,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,space,0.08456248894799501,,,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
You should read the story according to the designated perspective.,None,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,space,0.10157637391239405,,,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
The perspectives are as follows:,None,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,space,1.0179467389825732,,,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
,,acem.jpg,Airport Customer Experience Manager,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,space,0.06838911399245262,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
,,gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,space,0.10161301901098341,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
,,dean.jpg,Dean of Academic Studies,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,space,0.10225331492256373,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
,,couples.jpeg,"Couples Therapist
",,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,space,0.1022299089236185,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
,,business_reporter.jpg,Business Reporter,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,space,0.1343666430329904,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
