count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,,,0,0,0,0,0,0,0,0,,,,,[11 32 42 23 34 13 44 21 31 24 14 43 22 12 33 41],"['Social' 'Location' 'Social' 'Social' 'Social' 'Location' 'Location'
 'Location' 'Social' 'Location' 'Social' 'Social' 'Social' 'Location'
 'Location' 'Location']",[31 24 14 43 22 12 33 41],"['Social' 'Location' 'Social' 'Social' 'Social' 'Location' 'Location'
 'Location']",space,0.3372476109980198,space,0.4196854319998238,space,0.6693844469991745,,,',001,2019_Feb_28_1415,body_behavioural,3.0.4,59.990283973129465,
0,"Thomas, dreading the conversation he was about to have, got to Annika’s Finer Diner early.",1,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,1,1.4706035970011726,',001,2019_Feb_28_1415,body_behavioural,3.0.4,59.990283973129465,
0,The restaurant had a kitschy charm and was reminiscent of a diner from the 70’s. ,1,1,None,None,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,9,2.4371491149977373,',001,2019_Feb_28_1415,body_behavioural,3.0.4,59.990283973129465,
0,A bell chimed as the door swung open and Sadie entered to find Thomas deep in thought on a bench by the door.,1,1,None,None,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,9,0.352749825000501,',001,2019_Feb_28_1415,body_behavioural,3.0.4,59.990283973129465,
0,He jumped up and gave her a side hug. ,1,1,None,None,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,9,0.2863504870001634,',001,2019_Feb_28_1415,body_behavioural,3.0.4,59.990283973129465,
0,"“How was your day?”, he asked.",1,1,None,None,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,9,0.27003053500084206,',001,2019_Feb_28_1415,body_behavioural,3.0.4,59.990283973129465,
0,"She clung onto him, “It was okay.",1,1,None,None,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,9,0.8192354029997659,',001,2019_Feb_28_1415,body_behavioural,3.0.4,59.990283973129465,
0,I missed you today.”,1,1,None,None,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,9,0.35307691500202054,',001,2019_Feb_28_1415,body_behavioural,3.0.4,59.990283973129465,
0,He looked at the hostess coming towards them.,1,1,None,None,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,9,0.31691908500215504,',001,2019_Feb_28_1415,body_behavioural,3.0.4,59.990283973129465,
0,"“Can we have a table in the back?”, Thomas asked.",1,1,None,None,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,9,0.33687340100004803,',001,2019_Feb_28_1415,body_behavioural,3.0.4,59.990283973129465,
0,"She shrugged and, as she loudly popped her bubblegum, replied, “Sure, honey, this way.”",1,1,9.0,None,0,0,0,0,,,,,0,9,9,9,,,,,,,,,,,9,0.3695117650022439,',001,2019_Feb_28_1415,body_behavioural,3.0.4,59.990283973129465,
