instruct_text,instruct_text2,thisRole,roleName,rolePic,thisQuestion,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_10.keys,key_resp_10.rt,participant,session,date,expName,frameRate,
Welcome to the Job Simulator Task!,(press the space bar to continue),,,,,0,0,0,0,,,,,,,,,space,0.3551635619951412,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
Welcome to the Job Simulator Task!,(press the space bar to continue),,,,,0,0,0,0,,,,,,,,,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
"In this task, you will read 16 stories. During each one you will simulate having one job.
",None,,,,,0,1,1,1,,,,,,,,,space,0.08517653800663538,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
"In this task, you will read 16 stories. During each one you will simulate having one job.
",None,,,,,0,1,1,1,,,,,,,,,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
This job will be assigned to you before each story. ,None,,,,,0,2,2,2,,,,,,,,,space,0.10098997800378129,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
This job will be assigned to you before each story. ,None,,,,,0,2,2,2,,,,,,,,,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
"While reading each story, you should imagine yourself as having that job. ",None,,,,,0,3,3,3,,,,,,,,,space,0.10184842499438673,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
"While reading each story, you should imagine yourself as having that job. ",None,,,,,0,3,3,3,,,,,,,,,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
There are 8 possible jobs you could be asked to simulate.,None,,,,,0,4,4,4,,,,,,,,,space,0.1017111080000177,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
There are 8 possible jobs you could be asked to simulate.,None,,,,,0,4,4,4,,,,,,,,,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
"In addition, your task will be to answer job-related questions.
",None,,,,,0,5,5,5,,,,,,,,,space,0.21774037898285314,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
"In addition, your task will be to answer job-related questions.
",None,,,,,0,5,5,5,,,,,,,,,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
There are four question per job.,None,,,,,0,6,6,6,,,,,,,,,space,0.13390354000148363,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
There are four question per job.,None,,,,,0,6,6,6,,,,,,,,,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
You will have to try to memorize these questions and then remember your answers to the questions.,None,,,,,0,7,7,7,,,,,,,,,space,0.35264569500577636,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
You will have to try to memorize these questions and then remember your answers to the questions.,None,,,,,0,7,7,7,,,,,,,,,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
You will asked about the answers to these questions at end of the experiment. ,None,,,,,0,8,8,8,,,,,,,,,space,0.10186049598269165,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
You will asked about the answers to these questions at end of the experiment. ,None,,,,,0,8,8,8,,,,,,,,,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
"In order to help you memorize the questions, there will be a short quiz on them before the actual task begins.",None,,,,,0,9,9,9,,,,,,,,,space,0.20211142400512472,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
"In order to help you memorize the questions, there will be a short quiz on them before the actual task begins.",None,,,,,0,9,9,9,,,,,,,,,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
"In addition, before each story, there will be a reminder of what these questions are.  ",None,,,,,0,10,10,10,,,,,,,,,space,0.23432778602000326,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
"In addition, before each story, there will be a reminder of what these questions are.  ",None,,,,,0,10,10,10,,,,,,,,,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
Press the space bar to begin learning the jobs and the questions for each one.,None,,,,,0,11,11,11,,,,,,,,,space,0.15214277201448567,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
Press the space bar to begin learning the jobs and the questions for each one.,None,,,,,0,11,11,11,,,,,,,,,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,-,,,,,0,0,0,0,0,0,0,0,,,space,0.13555788900703192,1,001,2018_Nov_08_1535,part1,59.95049288985352,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,-,,,,,0,0,0,0,0,0,0,0,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"1: What industry are the business people in?
",,,,,0,0,0,0,0,1,1,1,,,space,1.7349986209883355,1,001,2018_Nov_08_1535,part1,59.95049288985352,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"1: What industry are the business people in?
",,,,,0,0,0,0,0,1,1,1,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"2: What is being negotiated and how much money is at stake?
",,,,,0,0,0,0,0,2,2,2,,,space,1.4028796470083762,1,001,2018_Nov_08_1535,part1,59.95049288985352,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"2: What is being negotiated and how much money is at stake?
",,,,,0,0,0,0,0,2,2,2,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,3: What is the response to the proposed deal? ,,,,,0,0,0,0,0,3,3,3,,,space,0.718138005991932,1,001,2018_Nov_08_1535,part1,59.95049288985352,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,3: What is the response to the proposed deal? ,,,,,0,0,0,0,0,3,3,3,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"4: What comes about from the business proposal?
",,,,,0,0,0,0,0,4,4,4,,,space,0.6522903930163011,1,001,2018_Nov_08_1535,part1,59.95049288985352,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"4: What comes about from the business proposal?
",,,,,0,0,0,0,0,4,4,4,,,,,1,001,2018_Nov_08_1535,part1,59.95049288985352,
