instruct_text,instruct_text2,thisRole,roleName,rolePic,thisQuestion,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_10.keys,key_resp_10.rt,participant,session,date,expName,frameRate,
Welcome to the Job Simulator Task!,(press the space bar to continue),,,,,0,0,0,0,,,,,,,,,space,0.7703560439986177,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
Welcome to the Job Simulator Task!,(press the space bar to continue),,,,,0,0,0,0,,,,,,,,,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
"In this task, you will read 16 stories. During each one you will simulate having one job.
",None,,,,,0,1,1,1,,,,,,,,,space,0.33391678899351973,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
"In this task, you will read 16 stories. During each one you will simulate having one job.
",None,,,,,0,1,1,1,,,,,,,,,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
This job will be assigned to you before each story. ,None,,,,,0,2,2,2,,,,,,,,,space,0.16758570600359235,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
This job will be assigned to you before each story. ,None,,,,,0,2,2,2,,,,,,,,,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
"While reading each story, you should imagine yourself as having that job. ",None,,,,,0,3,3,3,,,,,,,,,space,0.16808620000665542,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
"While reading each story, you should imagine yourself as having that job. ",None,,,,,0,3,3,3,,,,,,,,,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
There are 8 possible jobs you could be asked to simulate.,None,,,,,0,4,4,4,,,,,,,,,space,0.4683844140090514,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
There are 8 possible jobs you could be asked to simulate.,None,,,,,0,4,4,4,,,,,,,,,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
"In addition, your task will be to answer job-related questions.
",None,,,,,0,5,5,5,,,,,,,,,space,0.5186297170002945,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
"In addition, your task will be to answer job-related questions.
",None,,,,,0,5,5,5,,,,,,,,,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
There are four question per job.,None,,,,,0,6,6,6,,,,,,,,,space,0.3188172569934977,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
There are four question per job.,None,,,,,0,6,6,6,,,,,,,,,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
You will have to try to memorize these questions and then remember your answers to the questions.,None,,,,,0,7,7,7,,,,,,,,,space,0.18541658399044536,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
You will have to try to memorize these questions and then remember your answers to the questions.,None,,,,,0,7,7,7,,,,,,,,,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
You will asked about the answers to these questions at end of the experiment. ,None,,,,,0,8,8,8,,,,,,,,,space,0.1688935910060536,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
You will asked about the answers to these questions at end of the experiment. ,None,,,,,0,8,8,8,,,,,,,,,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
"In order to help you memorize the questions, there will be a short quiz on them before the actual task begins.",None,,,,,0,9,9,9,,,,,,,,,space,0.3530288890033262,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
"In order to help you memorize the questions, there will be a short quiz on them before the actual task begins.",None,,,,,0,9,9,9,,,,,,,,,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
"In addition, before each story, there will be a reminder of what these questions are.  ",None,,,,,0,10,10,10,,,,,,,,,space,0.31804463898879476,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
"In addition, before each story, there will be a reminder of what these questions are.  ",None,,,,,0,10,10,10,,,,,,,,,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
Press the space bar to begin learning the jobs and the questions for each one.,None,,,,,0,11,11,11,,,,,,,,,space,0.3346404190087924,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
Press the space bar to begin learning the jobs and the questions for each one.,None,,,,,0,11,11,11,,,,,,,,,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,-,,,,,0,0,0,0,0,0,0,0,,,space,0.5205576360021951,1,001,2018_Nov_05_1655,part1,59.86829705480516,
