instruct_text,this_pic,rolePic,job,instruct_text2,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,key_resp_8.keys,key_resp_8.rt,key_resp_2.keys,key_resp_2.rt,key_resp_6.keys,key_resp_6.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,space,0.3530518249990564,,,,,,,,,,,,,,,,,',001,2019_Feb_14_1645,part1_subjective_segmentation,3.0.3,59.95897499042811,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,space,0.30095235299995693,,,,,,,,,,,,,,,,,',001,2019_Feb_14_1645,part1_subjective_segmentation,3.0.3,59.95897499042811,
,,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,space,0.2528306349995546,,,,,,,,,,,,,,,,,',001,2019_Feb_14_1645,part1_subjective_segmentation,3.0.3,59.95897499042811,
,,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,space,0.3192181209997216,,,,,,,,,,,,,,,,,',001,2019_Feb_14_1645,part1_subjective_segmentation,3.0.3,59.95897499042811,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,space,0.31952690499929304,,,,,,,,,,,,,,,,,',001,2019_Feb_14_1645,part1_subjective_segmentation,3.0.3,59.95897499042811,
,,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,space,0.28622393300065596,,,,,,,,,,,,,,,,,',001,2019_Feb_14_1645,part1_subjective_segmentation,3.0.3,59.95897499042811,
,,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,space,0.3037403800008178,,,,,,,,,,,,,,,,,',001,2019_Feb_14_1645,part1_subjective_segmentation,3.0.3,59.95897499042811,
You’ll become acquainted with these perspectives more in the following pre-task quizzes where you’ll learn the questions associated with each perspective. ,,,,(press space to continue),,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,4.369498864998604,,,,,,,,,,,,,,,',001,2019_Feb_14_1645,part1_subjective_segmentation,3.0.3,59.95897499042811,
You’ll first go through all four questions for each perspective. ,,,,None,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,space,2.5535574479999923,,,,,,,,,,,,,,,',001,2019_Feb_14_1645,part1_subjective_segmentation,3.0.3,59.95897499042811,
"Then, you’ll indicate the order in which you saw the questions during the quiz. ",,,,None,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,space,2.183958752999388,,,,,,,,,,,,,,,',001,2019_Feb_14_1645,part1_subjective_segmentation,3.0.3,59.95897499042811,
"If you indicate the wrong question during the quiz, you’ll restart the learning.",,,,None,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,space,3.5198128249994625,,,,,,,,,,,,,,,',001,2019_Feb_14_1645,part1_subjective_segmentation,3.0.3,59.95897499042811,
"After you’ve passed the learning for each perspective, you’ll have a round of final quizzes. ",,,,None,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,space,2.8535842269993736,,,,,,,,,,,,,,,',001,2019_Feb_14_1645,part1_subjective_segmentation,3.0.3,59.95897499042811,
Press the space bar to begin the quizzes. ,,,,None,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,space,1.452952843001185,,,,,,,,,,,,,,,',001,2019_Feb_14_1645,part1_subjective_segmentation,3.0.3,59.95897499042811,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,space,0.7536382069993124,space,0.23645732499971928,space,0.20294522200128995,space,0.1366116579993104,space,0.12004894799974863,space,0.15093317199898593,,,',001,2019_Feb_14_1645,part1_subjective_segmentation,3.0.3,59.95897499042811,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_14_1645,part1_subjective_segmentation,3.0.3,59.95897499042811,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.41800419699939084,,,,,,,
