instruct_text,instruct_text2,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,instructText,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,frameRate,
Welcome to the Job Simulator Task!,(press the space bar to continue),,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.25687707499997714,,,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
"In this task, you will read 16 stories.",None,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08514984499998945,,,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
"Before each story you will be assigned a perspective of a particular career to assume while reading that story.
",None,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08476099599999998,,,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
You should read the story according to the designated perspective.,None,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08468537999999626,,,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
The perspectives are as follows:,None,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10277770499999406,,,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
,,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.03358875700001818,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
,,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1006461729999728,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
,,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10108470899996291,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08562238900003649,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
,,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1021030020000353,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
,,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08518053000000236,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08482971900002667,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
,,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08537506300001496,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
"In addition to reading all 16 stories, your task will be to answer perspective-related questions about each story.
",(press the space bar to continue),,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,0.08481815599998299,,,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
You will answer the questions about each story after reading all 16 stories. ,None,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,space,0.13512020199999597,,,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
There will be four questions to answer per story.,None,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,space,0.10218606799998042,,,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
These questions are determined by the perspective you take during the story. ,None,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,space,0.08539713999999776,,,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1558,part1_subjective_segmentation,60.19905189743532,
