count,storyText,locationEvent,socialEvent,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_14.keys,key_resp_14.rt,story_presses.keys,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,[32 41 34 12 23 14 43 21 24 42 31 11 13 22 44 33],"['Location' 'Location' 'Social' 'Social' 'Location' 'Location' 'Social'
 'Social' 'Social' 'Social' 'Social' 'Location' 'Social' 'Location'
 'Location' 'Location']",[24 42 31 11 13 22 44 33],"['Social' 'Social' 'Social' 'Location' 'Social' 'Location' 'Location'
 'Location']",space,0.438599714999782,space,0.46988155500002904,space,0.8526054399999339,,,,,,,,,,,',001,2019_Feb_18_1737,body_behavioural,3.0.3,59.89797577788971,
0,"Jeff, hoping that today would be a pivotal day for his new business, had only been waiting inside the doors of the airport for a few minutes when he saw William and eagerly waved him over. ",1,1,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,space,1.0692290709998815,None,,,,,,,,',001,2019_Feb_18_1737,body_behavioural,3.0.3,59.89797577788971,
0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.902612549999958,,,,,,,,,',001,2019_Feb_18_1737,body_behavioural,3.0.3,59.89797577788971,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.431354836000082,space,2.086512477999804,,,,,',001,2019_Feb_18_1737,body_behavioural,3.0.3,59.89797577788971,
,,,,The next task in the experiment is to recall each story to the best of your ability.,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,3.253392954999981,,,',001,2019_Feb_18_1737,body_behavioural,3.0.3,59.89797577788971,
,,,,"You will be presented with the story title, names, the images, and a blank text box for each story.",,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,space,0.7533408350000173,,,',001,2019_Feb_18_1737,body_behavioural,3.0.3,59.89797577788971,
,,,,Describe the story with as many details as you can remember in the space provided. ,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,space,0.5363576099998681,,,',001,2019_Feb_18_1737,body_behavioural,3.0.3,59.89797577788971,
,,,,"When you are finished recalling one story, to move onto the next one hit ‘return’. ",,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,space,0.38670509800022046,,,',001,2019_Feb_18_1737,body_behavioural,3.0.3,59.89797577788971,
,,,,There is no time limit for your responses. ,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,space,0.4859547549999661,,,',001,2019_Feb_18_1737,body_behavioural,3.0.3,59.89797577788971,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.569736059999741,,,,,,,
