instruct_text,instruct_text2,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,frameRate,
Welcome to the Job Simulator Task!,(press the space bar to continue),,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.4501581529621035,,,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
"In this task, you will read 16 stories.",None,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,space,0.16790129197761416,,,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
"Before each story you will be assigned a perspective of a particular career to assume while reading that story.
",None,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,space,0.35192680498585105,,,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
You should read the story according to the designated perspective.,None,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,space,0.11796417203731835,,,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
The perspectives are as follows:,None,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1186814020620659,,,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
,,business_reporter.jpg,Business Reporter,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,0.08541251695714891,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
,,acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,space,0.18515429797116667,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
,,dean.jpg,Dean of Academic Studies,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,space,0.11869800905697048,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
,,restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,space,0.1342347681056708,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
,,matchmaker.jpg,Matchmaker,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,space,0.15023494802881032,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
,,gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,space,0.16857625707052648,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
,,couples.jpeg,"Couples Therapist
",,,,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,space,0.15168131899554282,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
,,weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,space,0.1854467149823904,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
"In addition to reading all 16 stories, your task will be to answer perspective-related questions about each story.
",(press the space bar to continue),,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,space,0.2670231310185045,,,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
You will answer the questions about each story after reading all 16 stories. ,None,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,space,0.3186598779866472,,,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
There will be four questions to answer per story.,None,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,space,0.1686990859452635,,,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
These questions are determined by the perspective you take during the story. ,None,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,space,0.38383340497966856,,,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
The questions will be the same for the stories read with the same perspective. ,None,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,space,0.13538627501111478,,,,,,,,,,,,,,,,,,001,2018_Dec_13_1409,part1,59.98630317212521,
