instruct_text,instruct_text2,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,frameRate,
Welcome to the Job Simulator Task!,(press the space bar to continue),,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,space,0.33666802500374615,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
"In this task, you first be introduced to the perspectives of 8 different careers. ",None,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,space,2.1019921219995013,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
"Then, you will learn 4 questions associated with each perspective. ",None,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,space,0.15257416399981594,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
"Subsequently, you will thoroughly read 16 stories while assuming one of those 8 perspectives. ",None,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,space,0.11901214899990009,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
"While reading, try to remember the questions of the perspective you have assumed. ",None,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,space,0.10192146999906981,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
"After, you will be asked to answer these questions about the stories you have read. ",None,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,space,0.11901202700391877,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
The 8 perspectives are as follows:,None,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,space,0.235053627002344,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,space,0.051762055001745466,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,space,0.07528396699490258,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
,,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,space,0.0853474460018333,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
