instruct_text,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_17.keys,key_resp_17.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.11736794299213216,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
"Before each story, you will be assigned a perspective to take on while reading it. ",,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.06950978998793289,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
You'll be given a quiz before the story for the 4 questions of the assigned perspective. ,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.11939097003778443,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
You must pass this quiz to move onto the story. ,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10318647703388706,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
3,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10298122797394171,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.13395401200978085,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
There is a 5 minute time limit for recalling each story. ,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,0.08615625405218452,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
4,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,space,0.11966113199014217,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
"In the fourth part of the experiment, you will be asked questions about each story. ",,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,space,0.11927916598506272,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1363670679857023,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
Questions?,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,space,0.10310083604417741,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
Let's begin Part 1! ,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,space,0.13659195002401248,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
The 8 perspectives are as follows:,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,space,0.11970836203545332,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,space,0.3700389720033854,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,space,0.26717262202873826,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,space,0.3529491199878976,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,space,0.2527478329720907,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,space,0.3191753479768522,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,space,0.31935794901801273,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,space,0.38401721499394625,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,space,0.40258634299971163,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
You’ll become acquainted with these perspectives more in the following quizzes where you’ll learn the 4 questions associated with each perspective. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,space,0.5526579320430756,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
"For each perspective, you'll go through all four questions in a sequence. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,space,0.15256754297297448,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
Then you'll get the quiz and indicate which questions you saw in the order in which they appeared in the sequence. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,space,0.11943936499301344,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
You'll indicate the question you select by pressing the number key corresponding to the number in front of the question. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,space,0.30257360299583524,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
"If you indicate the wrong question during the quiz, you'll get the questions presented in the correct order again and restart the quiz. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,space,0.15064485499169677,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
"After you've passed the quizzes for each perspective, you'll do all of the quizzes a final time but without seeing the correct order of the questions beforehand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,space,0.16720373596763238,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
Press space to begin the quizzes!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,space,0.31928970699664205,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/couples.jpeg,,For how long has the initiator of the breakup been thinking about breaking up with their partner?,"What is the initial reason stated by the initiator for why they are breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that they do or do not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,0,0,0,0,,,,,,,,,,,,,space,0.7857729109819047,space,0.5359036439913325,space,0.16951402003178373,space,0.3508430130314082,space,0.15303446998586878,space,0.16939136298606172,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/couples.jpeg,,For how long has the initiator of the breakup been thinking about breaking up with their partner?,"What is the initial reason stated by the initiator for why they are breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that they do or do not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,space,0.903885652020108,space,0.5027081709704362,space,0.2194678980158642,space,0.11729843501234427,space,0.08586273901164532,space,0.13636320200748742,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,space,0.26941377500770614,space,0.11940582195529714,space,0.08549539197701961,space,0.12014176900265738,space,0.08599721395876259,space,0.4190008310251869,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/weddingplanner.jpg,,"For how many years has the couple been dating?
","How many diamonds are on the ring and what is the diamond color?
","In/on what item is the ring presented?
","Who does the new fiancee text first?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,0,0,0,0,,,,,,,,,,,,,space,0.5861548579996452,space,0.41965056501794606,space,0.13633689197013155,space,0.0862888100091368,space,0.11967168503906578,space,0.553057839977555,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/weddingplanner.jpg,,"For how many years has the couple been dating?
","How many diamonds are on the ring and what is the diamond color?
","In/on what item is the ring presented?
","Who does the new fiancee text first?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/matchmaker.jpg,,What object is the initiator of the interaction holding when (s)he first notices the other person?,What is the initial question that begins the conversation between the couple?,When will be the next time the couple meets and for what occasion?,"What time is it when the couple parts?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,0,0,0,0,,,,,,,,,,,,,space,0.6205935479956679,space,0.38654090696945786,space,0.10067209700355306,space,0.08626032201573253,space,0.10279470798559487,space,0.40297973999986425,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/matchmaker.jpg,,What object is the initiator of the interaction holding when (s)he first notices the other person?,What is the initial question that begins the conversation between the couple?,When will be the next time the couple meets and for what occasion?,"What time is it when the couple parts?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/acem.jpg,,"When the clients arrive at the airport, how much time do they have until their flight departs?
",What is the reason for the hold-up at the security checkpoint?,"Toward which gate are the clients walking?
","What section and seat does each client sit in on the plane?
",Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,space,1.7688924099784344,space,0.8530193520127796,space,0.13598100800300017,space,0.1029342400142923,space,0.20314003102248535,space,0.5702834670082666,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,jobphotos/acem.jpg,,"When the clients arrive at the airport, how much time do they have until their flight departs?
",What is the reason for the hold-up at the security checkpoint?,"Toward which gate are the clients walking?
","What section and seat does each client sit in on the plane?
",Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1213,part1_subjective_segmentation,3.0.4,59.975932382741846,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.0340362730203196,,,,,,,,,,,,,,,,,
