instruct_text,instruct_text2,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,instructText,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,frameRate,
Welcome to the Job Simulator Task!,(press the space bar to continue),,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.4838122030487284,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
"In this task, you will read 16 stories.",None,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.3513991659274325,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
"Before each story you will be assigned a perspective of a particular career to assume while reading that story.
",None,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10132204100955278,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
You should read the story according to the designated perspective.,None,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.183287060004659,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
The perspectives are as follows:,None,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.16812558192759752,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
,,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.11826716305222362,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
,,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.2177963589783758,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
,,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.13528866600245237,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
,,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.20222887501586229,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
,,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.16808204201515764,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
,,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.20146819797810167,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.11883589695207775,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.16620467591565102,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
"In addition to reading all 16 stories, your task will be to answer perspective-related questions about each story.
",(press the space bar to continue),,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,0.16860551410354674,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
You will answer the questions about each story after reading all 16 stories. ,None,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,space,0.13461870106402785,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
There will be four questions to answer per story.,None,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,space,0.20182387193199247,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
These questions are determined by the perspective you take during the story. ,None,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,space,0.2016042040195316,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
The questions will be the same for the stories read with the same perspective. ,None,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,space,0.1685454830294475,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
"Before reading the stories, you will learn the questions associated with each career perspective in order to help you answer them. ",None,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,space,0.18560998502653092,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
You will have to try to learn these questions with a series of pre-task quizzes.,None,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,space,0.16755976504646242,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
"Once the story-reading task has begun, remember your answers to the questions for each story.",None,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,space,0.1846045950660482,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
"Again, you will be asked about the answers to these questions for each story at end of the experiment. ",None,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,space,0.28590502904262394,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
Press the space bar to begin learning the perspectives and the questions for each one.,None,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,space,0.0508976069977507,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
,,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,space,0.18406858493108302,space,0.9657906700158492,space,0.31846479000523686,space,0.3359106699936092,space,0.5502986500505358,space,1.0529164100298658,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
,,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
,,jobphotos/business_reporter.jpg,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,1.001649059006013,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
,,jobphotos/business_reporter.jpg,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Jan_04_1424,part1_subjective_segmentation,59.9824373996381,
