instruct_text,instruct_text2,thisRole,roleName,rolePic,thisQuestion,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_10.keys,key_resp_10.rt,participant,session,date,expName,frameRate,
"In order to help you memorize the questions, there will be a short quiz on them before the actual task begins.",None,,,,,0,9,9,9,,,,,,,,,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
"In addition, before each story, there will be a reminder of what these questions are.  ",None,,,,,0,10,10,10,,,,,,,,,space,0.35115752898855135,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
"In addition, before each story, there will be a reminder of what these questions are.  ",None,,,,,0,10,10,10,,,,,,,,,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
Press the space bar to begin learning the jobs and the questions for each one.,None,,,,,0,11,11,11,,,,,,,,,space,0.316926142986631,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
Press the space bar to begin learning the jobs and the questions for each one.,None,,,,,0,11,11,11,,,,,,,,,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,-,,,,,0,0,0,0,0,0,0,0,,,space,0.5745584019750822,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,-,,,,,0,0,0,0,0,0,0,0,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"1: What industry are the business people in?
",,,,,0,0,0,0,0,1,1,1,,,space,0.48579964399687015,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"1: What industry are the business people in?
",,,,,0,0,0,0,0,1,1,1,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"2: What is being negotiated and how much money is at stake?
",,,,,0,0,0,0,0,2,2,2,,,space,0.38577992300270125,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"2: What is being negotiated and how much money is at stake?
",,,,,0,0,0,0,0,2,2,2,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,3: What is the response to the proposed deal? ,,,,,0,0,0,0,0,3,3,3,,,space,0.4508681499864906,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,3: What is the response to the proposed deal? ,,,,,0,0,0,0,0,3,3,3,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"4: What comes about from the business proposal?
",,,,,0,0,0,0,0,4,4,4,,,space,0.5851694590237457,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"4: What comes about from the business proposal?
",,,,,0,0,0,0,0,4,4,4,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,,,,,,0,0,0,0,,,,,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,-,,,,,0,1,1,1,0,0,0,0,,,space,0.9188862529990729,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,-,,,,,0,1,1,1,0,0,0,0,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"1: How is the restaurant decorated?
",,,,,0,1,1,1,0,1,1,1,,,space,0.2674764030089136,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"1: How is the restaurant decorated?
",,,,,0,1,1,1,0,1,1,1,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"2: What are the menus like?
",,,,,0,1,1,1,0,2,2,2,,,space,0.1671074019977823,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"2: What are the menus like?
",,,,,0,1,1,1,0,2,2,2,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"3: What do the clients order?
",,,,,0,1,1,1,0,3,3,3,,,space,0.1507033919915557,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"3: What do the clients order?
",,,,,0,1,1,1,0,3,3,3,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"4: How do the clients like the food?
",,,,,0,1,1,1,0,4,4,4,,,space,0.2344344810117036,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"4: How do the clients like the food?
",,,,,0,1,1,1,0,4,4,4,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,,,,,,0,1,1,1,,,,,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,-,,,,,1,0,2,0,0,0,0,0,,,space,1.668246060027741,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,-,,,,,1,0,2,0,0,0,0,0,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"1: What industry are the business people in?
",,,,,1,0,2,0,0,1,1,1,,,space,0.13383570400765166,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"1: What industry are the business people in?
",,,,,1,0,2,0,0,1,1,1,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"2: What is being negotiated and how much money is at stake?
",,,,,1,0,2,0,0,2,2,2,,,space,0.13425642100628465,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"2: What is being negotiated and how much money is at stake?
",,,,,1,0,2,0,0,2,2,2,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,3: What is the response to the proposed deal? ,,,,,1,0,2,0,0,3,3,3,,,space,0.1517149200080894,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,3: What is the response to the proposed deal? ,,,,,1,0,2,0,0,3,3,3,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"4: What comes about from the business proposal?
",,,,,1,0,2,0,0,4,4,4,,,space,0.11868180800229311,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"4: What comes about from the business proposal?
",,,,,1,0,2,0,0,4,4,4,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,,,,,,1,0,2,0,,,,,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,-,,,,,1,1,3,1,0,0,0,0,,,space,0.4510936099977698,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,-,,,,,1,1,3,1,0,0,0,0,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"1: How is the restaurant decorated?
",,,,,1,1,3,1,0,1,1,1,,,space,0.11737495198030956,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"1: How is the restaurant decorated?
",,,,,1,1,3,1,0,1,1,1,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"2: What are the menus like?
",,,,,1,1,3,1,0,2,2,2,,,space,0.11851444901549257,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"2: What are the menus like?
",,,,,1,1,3,1,0,2,2,2,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"3: What do the clients order?
",,,,,1,1,3,1,0,3,3,3,,,space,0.11798771598841995,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"3: What do the clients order?
",,,,,1,1,3,1,0,3,3,3,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"4: How do the clients like the food?
",,,,,1,1,3,1,0,4,4,4,,,space,0.11809712499962188,1,001,2018_Nov_08_1526,part1,59.98271334965859,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"4: How do the clients like the food?
",,,,,1,1,3,1,0,4,4,4,,,,,1,001,2018_Nov_08_1526,part1,59.98271334965859,
