instruct_text,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,key_resp_21.keys,key_resp_21.rt,key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_17.keys,key_resp_17.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.4204138979985146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
"In this experiment, you will be assuming the perspectives of various jobs while reading short stories.",,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.737452715999098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
"There are 4 parts of the experiment, and, before you begin, we'll give you a brief overview of all the parts. ",,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.703631439999299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
1,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.169240359999094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
"In the first part, you'll be introduced to the perspectives of 8 different jobs.",,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.58677224299754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
"For each short story, you'll be assigned one of these perspectives to assume while you read it. ",,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.120864270000311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.269684490001964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.270498994999798,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.154570034999779,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
The 4 questions for each perspective are learned with quizzes. ,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.334270047998871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
2,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.886403087999497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
"In the second part of the experiment, you will read 8 short stories. ",,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.6194437379999727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.253217484998459,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
"Before each story, you will be assigned a perspective to take on while reading it. ",,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.6534135500005505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
You'll be given a quiz before the story for the 4 questions of the assigned perspective. ,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.553773468000145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
You must pass this quiz to move onto the story. ,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.0198036000001593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
3,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.8198240980018454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.503611705000367,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
There is a 5 minute time limit for recalling each story. ,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.203248789999634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
4,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.336773365001136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
"In the fourth part of the experiment, you will be asked questions about each story. ",,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.653241115000128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.3533517729993036,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
Questions?,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.003624080000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
Let's begin Part 1! ,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.5696495329975733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
The 8 perspectives are as follows:,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.669954226999835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3034605949978868,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.8174580779996177,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.503319311999803,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3529204670012405,,,,,,,,,,,,,,,,,062019_p2,001,2019_Jun_20_1415,part1_subjective_segmentation,3.0.4,60.01310998335021,
