instruct_text,instruct_text2,rolePic,job,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Q1,Q2,Q3,Q4,D1,D2,roleName,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,frameRate,
Welcome to the Job Simulator Task!,(press the space bar to continue),,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,space,0.2532814539736137,,,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
"In this task, you will read 16 stories.",None,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,space,0.13545850606169552,,,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
"Before each story you will be assigned a perspective of a particular career to assume while reading that story.
",None,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,space,0.11781327694188803,,,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
You should read the story according to the designated perspective.,None,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,space,0.08505645592231303,,,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
The perspectives are as follows:,None,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,space,0.16928620904218405,,,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
,,business_reporter.jpg,Business Reporter,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,space,0.05185048503335565,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
,,acem.jpg,Airport Customer Experience Manager,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,space,0.23487963795196265,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
,,matchmaker.jpg,Matchmaker,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,space,0.13527173199690878,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
,,couples.jpeg,"Couples Therapist
",,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,space,0.13367860997095704,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
,,gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,space,0.3014665150549263,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
,,weddingplanner.jpg,Wedding Planner,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,space,0.28501850191969424,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
,,dean.jpg,Dean of Academic Studies,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,space,0.18451145000290126,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
