instruct_text,this_pic,rolePic,job,instruct_text2,Q1,Q2,Q3,Q4,D1,D2,roleName,instructText,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,key_resp_8.keys,key_resp_8.rt,key_resp_2.keys,key_resp_2.rt,key_resp_6.keys,key_resp_6.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,participant,session,date,expName,psychopyVersion,frameRate,
Welcome to the Job Simulator Task!,instructions_photos/pixel.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.956041062003351,,,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
"In this task, you'll be assuming various perspectives of jobs while reading stories. ",None,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.920093374006683,,,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
"First, you’ll be introduced to the perspectives of 8 different jobs. ",instructions_photos/i1.png,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.5369204569869908,,,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
"For example, you may be asked to take on the perspective of a Restaurant Critic while you read a story that takes place in a restaurant. ",jobphotos/restaurant_critic.jpg,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.919575285995961,,,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
"You’ll learn 4 questions associated with each perspective, and you should keep them in mind while reading the story while assuming that perspective. ",instructions_photos/i2.png,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.935426456009736,,,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
"For example, if you are a Restaurant Critic, you’ll learn to ask questions about the restaurant decor, menus, and the enjoyment of the food. ",jobphotos/restaurant_critic.jpg,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.153831898001954,,,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
"After learning all the questions in a series of pre-task quizzes, you’ll read 8 stories, applying one perspective you’ve learned to each one. ",instructions_photos/i3.png,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.253282163001131,,,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
"While reading, try to keep in mind the perspective and questions. ",instructions_photos/i3.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.516507677995833,,,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
"After you’re finished reading all the stories, you will be asked to recall the stories and answer questions about them. ",instructions_photos/i4.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.818425759993261,,,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
Let’s begin! The 8 perspectives are as follows:,None,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.386433852996561,,,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
,,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.6863336879905546,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
,,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.7199093450035434,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.4198682730057044,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
,,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.4364871029974893,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
,,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3354293209995376,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
,,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3362924700049916,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.537095446998137,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
,,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.317858927010093,,,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
You’ll become acquainted with these perspectives more in the following pre-task quizzes where you’ll learn the questions associated with each perspective. ,,,,(press space to continue),,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,5.536869753006613,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
You’ll first go through all four questions for each perspective. ,,,,None,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,space,4.4870229399966775,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
"Then, you’ll indicate the order in which you saw the questions during the quiz by pressing the number in front of the question. ",,,,None,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,space,20.25453356000071,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
"If you indicate the wrong question during the quiz, you’ll restart the learning.",,,,None,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,space,5.100886653002817,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
"After you’ve passed the learning for each perspective, you’ll have a round of final quizzes. ",,,,None,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,space,4.603273594999337,,,,,,,,,,,,,,,,,,,030719_p3,001,2019_Mar_07_1600,part1_subjective_segmentation,3.0.4,60.0650312087998,
