count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[32 43 23 12 14 34 41 21],[4 2 3 1 1 4 2 3],33.81216194600006,None,space,38.67568641599996,33.81216194600006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022420,0,1,0,2,0,1,0,4,2020_Feb_24_1607,recall_fmri,3.2.4,59.86005915370582,
0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,72.51618429700011,None,equal,18.432847964000075,72.51618429700011,None,57.16714415399997,72.51618429700011,None,72.51618429700011,None,0.0003124160000425036,90.97922297800005,None,5.9996613880000496,96.9827209990001,None,6,1.45636016200001,96.9827209990001,None,96.9827209990001,None,96.9827209990001,None,7.484820594000212,83.64955723599996,98.56234153200012,None,98.56234153200012,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/022420_bk1_recall_fmri_wav/recall_audio-1582578538.538.wav,0.008807453200233795,None,6,76.04075043599983,98.56234153200012,None,98.56234153200012,None,022420,0,1,0,2,0,1,0,4,2020_Feb_24_1607,recall_fmri,3.2.4,59.86005915370582,
﻿count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[32 43 23 12 14 34 41 21],[4 2 3 1 1 4 2 3],33.81216194600006,None,space,38.67568641599996,33.81216194600006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022420,0,1,0,2,0,1,0,4,2020_Feb_24_1607,recall_fmri,3.2.4,59.86005915370582,
0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,72.51618429700011,None,equal,18.432847964000075,72.51618429700011,None,57.16714415399997,72.51618429700011,None,72.51618429700011,None,0.0003124160000425036,90.97922297800005,None,5.9996613880000496,96.9827209990001,None,6,1.45636016200001,96.9827209990001,None,96.9827209990001,None,96.9827209990001,None,7.484820594000212,83.64955723599996,98.56234153200012,None,98.56234153200012,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/022420_bk1_recall_fmri_wav/recall_audio-1582578538.538.wav,0.008807453200233795,None,6,76.04075043599983,98.56234153200012,None,98.56234153200012,None,022420,0,1,0,2,0,1,0,4,2020_Feb_24_1607,recall_fmri,3.2.4,59.86005915370582,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.65273191799997,174.62958727600017,None,89.65023878700003,,,,,,,,,,,,,,,,,,,,,,,,,,022420,0,1,0,2,0,1,0,4,2020_Feb_24_1607,recall_fmri,3.2.4,59.86005915370582,
1,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,180.62967314000025,None,6,1.6342603329999292,180.62967314000025,None,180.62967314000025,None,180.62967314000025,None,91.31821235799998,245.20031475800033,182.31352579099985,None,182.31352579099985,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/022420_bk1_recall_fmri_wav/recall_audio-1582578622.299.wav,0.01444643239983634,None,6,153.83756746599965,182.31352579099985,None,182.31352579099985,None,022420,0,1,0,2,0,1,0,4,2020_Feb_24_1607,recall_fmri,3.2.4,59.86005915370582,
﻿count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[32 43 23 12 14 34 41 21],[4 2 3 1 1 4 2 3],33.81216194600006,None,space,38.67568641599996,33.81216194600006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022420,0,1,0,2,0,1,0,4,2020_Feb_24_1607,recall_fmri,3.2.4,59.86005915370582,
